,titleId,primaryTitle,startYear,runtimeMinutes,genres,region,averageRating
68,tt0065677,The Forbidden Photos of a Lady Above Suspicion,1970.0,96,"Mystery,Thriller",IT,6.3
69,tt0065687,Elvis: That's the Way It Is,1970.0,97,"Documentary,Music",CA,8.1
70,tt0065702,Chariots of the Gods,1970.0,92,Documentary,NaN,6.4
71,tt0065720,Figures in a Landscape,1970.0,110,"Action,Thriller",FI,6.6
72,tt0065724,Five Easy Pieces,1970.0,98,Drama,PA,7.5
73,tt0065744,The Shiver of the Vampires,1971.0,95,Horror,ES,5.7
74,tt0065755,Gamera vs. Jiger,1970.0,83,"Action,Adventure,Family",NaN,5.5
75,tt0065760,Gas! -Or- It Became Necessary to Destroy the World in Order to Save It.,1970.0,78,"Comedy,Drama,Sci-Fi",CA,4.2
76,tt0065761,The Cat o' Nine Tails,1971.0,112,"Horror,Mystery,Thriller",FR,6.7
77,tt0065769,The Troops on Vacation,1970.0,107,"Comedy,Crime",XWW,6.6
78,tt0065772,Claire's Knee,1970.0,105,"Drama,Romance",US,7.6
79,tt0065775,Getting Straight,1970.0,124,"Comedy,Drama,Romance",NaN,6.4
80,tt0065776,Space Amoeba,1970.0,84,"Adventure,Sci-Fi",SUHH,5.3
81,tt0065777,The Garden of the Finzi-Continis,1970.0,94,"Drama,History,War",NZ,7.3
82,tt0065780,Gimme Shelter,1970.0,91,"Documentary,Music,Thriller",CA,7.9
83,tt0065782,Sunflower,1970.0,107,"Drama,War",TR,7.4
84,tt0065797,The Great White Hope,1970.0,103,"Drama,Romance,Sport",NL,6.9
85,tt0065808,Gods of the Plague,1970.0,91,"Crime,Drama",XWG,6.5
86,tt0065832,Hercules in New York,1970.0,92,"Adventure,Comedy,Fantasy",RO,3.3
87,tt0065836,"Hi, Mom!",1970.0,87,"Comedy,Drama",DE,6.2
88,tt0065839,Hoffman,1970.0,113,Comedy,IT,6.9
89,tt0065848,The Band,1970.0,85,"Comedy,Musical",AU,6.4
90,tt0065851,The Horror of Frankenstein,1970.0,95,"Drama,Horror,Sci-Fi",PL,5.8
91,tt0065854,The House That Dripped Blood,1971.0,102,Horror,RO,6.6
92,tt0065856,House of Dark Shadows,1970.0,97,"Drama,Fantasy,Horror",BR,6.4
93,tt0065867,Husbands,1970.0,154,"Comedy,Drama",BR,7.3
94,tt0065872,I Never Sang for My Father,1970.0,92,"Drama,Music",US,7.5
95,tt0065874,I Walk the Line,1970.0,97,Drama,DK,6.6
96,tt0065889,Investigation of a Citizen Above Suspicion,1970.0,115,"Crime,Drama",SUHH,8.1
97,tt0065908,How I Unleashed World War II,1970.0,224,"Adventure,Comedy,War",DDDE,8.0
98,tt0065916,Joe,1970.0,107,"Drama,Thriller",US,6.9
99,tt0065922,Julius Caesar,1970.0,117,"Drama,History,War",RS,6.1
100,tt0065932,Blind Woman's Curse,1970.0,85,"Action,Crime,Horror",XWW,6.6
101,tt0065938,Kelly's Heroes,1970.0,144,"Adventure,Comedy,War",SI,7.6
102,tt0065950,The Kremlin Letter,1970.0,120,"Crime,Drama,Thriller",CO,6.3
103,tt0065955,En kärlekshistoria,1970.0,115,"Drama,Romance",AU,7.4
104,tt0065963,The Landlord,1970.0,112,"Comedy,Drama,Romance",HU,7.0
105,tt0065969,The Last Valley,1971.0,125,"Adventure,Drama,War",BR,7.2
106,tt0065988,Little Big Man,1970.0,139,"Adventure,Comedy,Drama",FI,7.6
107,tt0065989,Little Fauss and Big Halsy,1970.0,99,Drama,SE,6.0
108,tt0066001,The Looking Glass War,1970.0,108,"Action,Drama,Thriller",IT,5.9
109,tt0066011,Love Story,1970.0,100,"Drama,Romance",CA,6.9
110,tt0066016,Lovers and Other Strangers,1970.0,104,Comedy,BR,6.6
111,tt0066026,MASH,1970.0,116,"Comedy,Drama,War",PE,7.4
112,tt0066040,Don't Deliver Us from Evil,1971.0,102,"Drama,Horror",SUHH,6.8
113,tt0066049,A Man Called Horse,1970.0,114,"Adventure,Drama,Western",FI,6.9
114,tt0066050,A Man Called Sledge,1970.0,93,Western,NaN,5.9
115,tt0066053,The Man Who Haunted Himself,1970.0,94,Thriller,SE,6.4
116,tt0066064,The McKenzie Break,1970.0,108,"Action,Drama,War",JP,6.5
117,tt0066070,Mera Naam Joker,1970.0,224,"Comedy,Drama",PE,8.0
118,tt0066078,Michael the Brave,1971.0,203,"Action,Biography,Drama",CL,8.4
119,tt0066090,The Molly Maguires,1970.0,124,"Drama,History",PT,6.9
120,tt0066093,Monte Walsh,1970.0,106,Western,BR,7.1
121,tt0066104,She Killed in Ecstasy,1971.0,80,Horror,FR,5.8
122,tt0066109,The Music Lovers,1971.0,123,"Biography,Comedy,Drama",JP,7.2
123,tt0066115,Myra Breckinridge,1970.0,94,Comedy,DK,4.4
124,tt0066122,Deep End,1970.0,92,"Comedy,Drama,Romance",SE,7.2
125,tt0066130,Ned Kelly,1970.0,106,"Biography,Crime,Drama",BR,5.1
126,tt0066141,The Night Visitor,1971.0,106,"Crime,Horror,Thriller",PT,6.6
127,tt0066154,No Blade of Grass,1970.0,96,"Drama,Sci-Fi",ES,6.0
128,tt0066160,The Werewolf Versus the Vampire Woman,1971.0,86,Horror,TR,5.4
129,tt0066181,On a Clear Day You Can See Forever,1970.0,129,"Comedy,Drama,Fantasy",ES,6.4
130,tt0066193,The Out of Towners,1970.0,101,Comedy,GR,7.1
131,tt0066195,The Owl and the Pussycat,1970.0,95,"Comedy,Romance",HU,6.5
132,tt0066206,Patton,1970.0,172,"Biography,Drama,War",JP,7.9
133,tt0066207,Donkey Skin,1970.0,91,"Drama,Fantasy,Musical",RO,7.0
134,tt0066214,Performance,1970.0,105,"Crime,Drama",UY,6.9
135,tt0066227,Pippi in the South Seas,1970.0,86,"Adventure,Comedy,Drama",XWG,6.9
136,tt0066237,The Adversary,1970.0,110,Drama,PL,8.1
137,tt0066249,The Private Life of Sherlock Holmes,1970.0,125,"Adventure,Comedy,Crime",GR,7.1
138,tt0066265,Pippi on the Run,1970.0,94,"Adventure,Comedy,Drama",FR,6.9
139,tt0066279,The Railway Children,1970.0,109,"Drama,Family",XWG,7.3
140,tt0066289,The Cruise,1970.0,65,Comedy,PL,7.6
141,tt0066301,Rio Lobo,1970.0,114,"Adventure,Romance,War",AU,6.8
142,tt0066318,The Breach,1970.0,124,Thriller,GR,7.3
143,tt0066319,Ryan's Daughter,1970.0,206,"Drama,Romance",TR,7.4
144,tt0066344,Scrooge,1970.0,113,"Drama,Family,Fantasy",MX,7.5
145,tt0066380,Las Vampiras,1971.0,89,"Drama,Horror",NaN,5.5
146,tt0066390,Soldier Blue,1970.0,115,Western,GB,6.9
147,tt0066402,Start the Revolution Without Me,1970.0,90,"Comedy,History",SE,6.5
148,tt0066412,The Strange Vice of Mrs. Wardh,1971.0,100,"Crime,Horror,Mystery",SE,7.0
149,tt0066413,The Spider's Stratagem,1970.0,100,"Drama,Mystery",IR,6.9
150,tt0066415,The Strawberry Statement,1970.0,109,"Drama,Romance",BR,6.8
151,tt0066423,Perched on a Tree,1971.0,90,Comedy,DK,6.4
152,tt0066434,THX 1138,1971.0,86,"Drama,Sci-Fi,Thriller",MX,6.7
153,tt0066448,There Was a Crooked Man...,1970.0,126,"Comedy,Western",PT,7.0
154,tt0066449,There's a Girl in My Soup,1970.0,95,"Comedy,Romance",NL,5.8
155,tt0066450,They Call Me Mister Tibbs!,1970.0,108,"Crime,Drama,Mystery",UY,6.1
156,tt0066461,One Song a Day Takes Mischief Away,1970.0,85,"Comedy,Drama,Musical",DDDE,8.5
157,tt0066471,Too Late the Hero,1970.0,145,"Action,Drama,War",TR,6.7
158,tt0066473,Tora! Tora! Tora!,1970.0,144,"Action,Drama,History",FR,7.5
159,tt0066476,The Touch of Satan,1971.0,90,Horror,MX,2.3
160,tt0066482,Trash,1970.0,110,Drama,GB,6.3
161,tt0066491,Tristana,1970.0,99,Drama,GB,7.5
162,tt0066492,Trog,1970.0,93,"Horror,Sci-Fi",XWG,3.9
163,tt0066495,The Twelve Chairs,1970.0,94,Comedy,PT,6.5
164,tt0066498,The Ear,1990.0,94,"Drama,Thriller",HU,7.8
165,tt0066500,Hope,1970.0,100,Drama,NaN,8.2
166,tt0066511,Many Wars Ago,1970.0,101,"Drama,War",SI,7.6
167,tt0066516,Valerie and Her Week of Wonders,1970.0,77,"Adventure,Drama,Fantasy",GR,7.2
168,tt0066518,The Vampire Lovers,1970.0,91,Horror,HU,6.5
169,tt0066530,Long Live Death,1971.0,90,"Drama,War",XWW,6.8
170,tt0066540,WUSA,1970.0,115,"Drama,Romance",UY,5.6
171,tt0066546,Why Does Herr R. Run Amok?,1970.0,88,Drama,HU,7.4
172,tt0066549,Waterloo,1970.0,134,"Action,Biography,Drama",GR,7.3
173,tt0066550,Watermelon Man,1970.0,100,Comedy,GB,6.6
174,tt0066561,When Dinosaurs Ruled the Earth,1970.0,100,"Adventure,Fantasy,Romance",CA,5.2
175,tt0066563,Where's Poppa?,1970.0,82,Comedy,BR,6.6
176,tt0066564,Which Way to the Front?,1970.0,96,"Comedy,War",BR,4.6
177,tt0066565,White Sun of the Desert,1970.0,84,"Action,Adventure,Comedy",RS,7.9
178,tt0066578,The Wizard of Gore,1970.0,95,Horror,CA,5.4
179,tt0066580,Woodstock,1970.0,184,"Documentary,History,Music",GB,8.2
180,tt0066585,Wuthering Heights,1970.0,104,"Adventure,Drama,Romance",ES,6.5
181,tt0066593,You Can't Win 'Em All,1970.0,97,"Action,Adventure,Comedy",US,5.8
182,tt0066601,Zabriskie Point,1970.0,113,Drama,US,7.0
183,tt0066602,Zatoichi and the One-Armed Swordsman,1971.0,94,"Action,Adventure,Drama",XWW,7.2
184,tt0066603,Zatoichi Meets Yojimbo,1970.0,79,"Action,Adventure,Drama",NaN,7.1
185,tt0066612,Companeros,1970.0,115,"Action,Comedy,Western",NO,7.4
186,tt0066728,The Million Dollar Duck,1971.0,89,"Comedy,Family,Sci-Fi",ES,5.9
187,tt0066730,10 Rillington Place,1971.0,111,"Biography,Crime,Drama",SI,7.6
188,tt0066732,200 Motels,1971.0,98,"Comedy,Fantasy,Music",UA,5.8
189,tt0066735,Four Flies on Grey Velvet,1971.0,104,"Crime,Mystery,Thriller",SE,6.7
190,tt0066740,The Abominable Dr. Phibes,1971.0,94,"Comedy,Horror",HR,7.1
191,tt0066745,"Adiós, Sabata",1970.0,104,"Action,War,Western",CA,6.0
192,tt0066758,Amar Prem,1972.0,143,"Drama,Musical,Romance",NaN,8.2
193,tt0066763,Anand,1971.0,122,"Drama,Musical",IN,8.3
194,tt0066765,And Now for Something Completely Different,1971.0,88,Comedy,FR,7.6
195,tt0066767,The Anderson Tapes,1971.0,99,"Action,Crime,Thriller",PL,6.4
196,tt0066769,The Andromeda Strain,1971.0,131,"Mystery,Sci-Fi,Thriller",JP,7.2
197,tt0066773,The Goalie's Anxiety at the Penalty Kick,1972.0,101,"Drama,Sport",US,6.6
198,tt0066798,Money Money Money,1972.0,120,"Adventure,Comedy,Crime",BG,7.0
199,tt0066808,Bananas,1971.0,82,Comedy,UY,7.0
200,tt0066811,The Barefoot Executive,1971.0,96,"Comedy,Family",DK,6.1
201,tt0066817,Bedknobs and Broomsticks,1971.0,117,"Adventure,Animation,Comedy",IT,7.1
202,tt0066819,The Beguiled,1971.0,105,"Drama,Thriller,War",UY,7.2
203,tt0066826,The Touch,1971.0,115,Drama,AU,6.4
204,tt0066827,La bestia uccide a sangue freddo,1971.0,96,"Horror,Mystery,Thriller",SUHH,5.1
205,tt0066830,The Big Doll House,1971.0,95,"Action,Drama,Thriller",NaN,5.9
206,tt0066831,Big Jake,1971.0,110,Western,BG,7.2
207,tt0066832,Billy Jack,1971.0,114,"Action,Drama,Western",NaN,6.3
208,tt0066842,Bleak Moments,1971.0,106,"Comedy,Drama",PL,7.4
209,tt0066844,Blindman,1971.0,105,Western,IT,6.4
210,tt0066849,The Blood on Satan's Claw,1971.0,97,Horror,GB,6.4
211,tt0066856,Born to Win,1971.0,88,"Comedy,Crime,Drama",ES,5.6
212,tt0066858,The Boy Friend,1971.0,137,"Comedy,Musical,Romance",HU,6.8
213,tt0066863,The Brotherhood of Satan,1971.0,92,Horror,DE,5.4
214,tt0066892,Carnal Knowledge,1971.0,98,Drama,BR,7.0
215,tt0066894,Carry on Henry VIII,1971.0,89,"Comedy,Romance",XWG,6.2
216,tt0066895,Carry on at Your Convenience,1971.0,90,Comedy,HU,6.2
217,tt0066900,Catlow,1971.0,101,"Comedy,Western",US,5.6
218,tt0066906,Le Chat,1971.0,86,Drama,IT,7.6
219,tt0066907,Chato's Land,1972.0,100,Western,UY,6.7
220,tt0066914,A Virgin Among the Living Dead,1973.0,105,Horror,US,5.0
221,tt0066919,Lulu the Tool,1971.0,125,Drama,XWW,7.7
222,tt0066921,A Clockwork Orange,1971.0,136,"Crime,Drama,Sci-Fi",HR,8.3
223,tt0066924,The Case of the Scorpion's Tail,1971.0,95,"Mystery,Thriller",TW,6.7
224,tt0066927,Cold Turkey,1971.0,99,Comedy,HU,6.7
225,tt0066939,Cut-Throats Nine,1972.0,90,"Crime,Thriller,Western",ES,6.7
226,tt0066940,Confessions of a Police Captain,1971.0,101,"Crime,Drama",IT,7.2
227,tt0066950,Blackie the Pirate,1971.0,99,"Action,Adventure,Comedy",GR,5.4
228,tt0066952,"Count Yorga, Vampire",1970.0,93,"Drama,Fantasy,Horror",AR,5.8
229,tt0066963,Dad's Army,1971.0,95,"Comedy,War",AU,7.0
230,tt0066968,Dash Akol,1971.0,99,"Drama,Romance,Thriller",IR,7.1
231,tt0066970,Cold Sweat,1970.0,94,"Action,Crime,Drama",AT,5.8
232,tt0066982,Demons of the Mind,1972.0,89,"Horror,Thriller",DK,5.4
233,tt0066989,Two English Girls,1971.0,130,"Drama,Romance",XWW,7.3
234,tt0066993,The Devils,1971.0,111,"Biography,Drama,History",IN,7.8
235,tt0066995,Diamonds Are Forever,1971.0,120,"Action,Adventure,Thriller",AR,6.6
236,tt0066997,Directed by John Ford,1971.0,99,"Biography,Documentary",VE,7.7
237,tt0066999,Dirty Harry,1971.0,102,"Action,Crime,Thriller",US,7.7
238,tt0067003,'Doc',1971.0,96,Western,FI,6.2
239,tt0067017,Dracula vs. Frankenstein,1971.0,91,"Horror,Sci-Fi",FR,3.6
240,tt0067040,Eden and After,1970.0,93,Drama,NaN,6.6
241,tt0067047,Emil i Lönneberga,1971.0,95,"Comedy,Drama,Family",XWG,7.3
242,tt0067052,Endless Night,1972.0,99,"Crime,Drama,Horror",TR,6.0
243,tt0067055,Equinox,1970.0,82,"Action,Adventure,Fantasy",GR,5.4
244,tt0067065,Escape from the Planet of the Apes,1971.0,98,"Action,Sci-Fi",UY,6.3
245,tt0067084,The Bloodstained Butterfly,1971.0,99,"Mystery,Thriller",GR,6.3
246,tt0067085,Fata Morgana,1971.0,76,"Comedy,Documentary,Drama",SUHH,6.8
247,tt0067093,Fiddler on the Roof,1971.0,181,"Drama,Family,Musical",CA,8.0
248,tt0067108,Delusions of Grandeur,1971.0,108,"Adventure,Comedy,History",XWW,7.2
249,tt0067109,Fools' Parade,1971.0,98,"Comedy,Drama,Thriller",FR,6.5
250,tt0067116,The French Connection,1971.0,104,"Action,Crime,Drama",FI,7.7
251,tt0067119,Fright,1971.0,87,"Horror,Thriller",FI,5.9
252,tt0067123,Gamera vs. Zigra,1971.0,87,"Action,Adventure,Horror",NaN,3.6
253,tt0067124,The Gang That Couldn't Shoot Straight,1971.0,96,"Comedy,Crime",US,5.0
254,tt0067128,Get Carter,1971.0,112,"Action,Crime,Thriller",PT,7.4
255,tt0067134,The Fifth Cord,1971.0,92,"Crime,Mystery,Thriller",PT,6.6
256,tt0067140,Duck You Sucker,1971.0,157,"Drama,War,Western",BR,7.6
257,tt0067144,The Go-Between,1971.0,116,"Drama,Romance",FR,7.2
258,tt0067148,Godzilla vs. Hedorah,1971.0,85,"Action,Adventure,Animation",MX,6.1
259,tt0067162,The Grissom Gang,1971.0,128,"Crime,Drama",FI,6.8
260,tt0067164,Guddi,1971.0,121,"Comedy,Drama,Family",NaN,7.2
261,tt0067168,A Gunfight,1971.0,89,"Romance,Western",SE,6.4
262,tt0067176,Hands of the Ripper,1971.0,85,Horror,AT,6.2
263,tt0067185,Harold and Maude,1971.0,91,"Comedy,Drama,Romance",US,7.9
264,tt0067204,The Hired Hand,1971.0,90,"Drama,Western",SUHH,7.0
265,tt0067216,The Horsemen,1971.0,109,"Action,Adventure,Drama",TR,6.3
266,tt0067217,The Hospital,1971.0,103,"Comedy,Drama,Mystery",CA,7.2
267,tt0067224,The Hunting Party,1971.0,111,"Action,Drama,Western",RO,6.3
268,tt0067227,The Merchant of Four Seasons,1972.0,88,Drama,CA,7.4
269,tt0067229,I Drink Your Blood,1970.0,83,Horror,CA,6.0
270,tt0067242,In the Name of the Italian People,1971.0,103,"Comedy,Mystery",GR,7.7
271,tt0067245,The Incredible 2-Headed Transplant,1971.0,88,"Horror,Sci-Fi",FI,3.5
272,tt0067249,Inn of Evil,1971.0,121,"Crime,Drama",HU,7.3
273,tt0067274,Jo,1971.0,85,"Comedy,Crime,Thriller",IT,7.2
274,tt0067277,Johnny Got His Gun,1971.0,111,"Drama,War",ES,7.9
275,tt0067302,Kidnapped,1971.0,107,"Adventure,Drama",GR,6.2
276,tt0067309,Klute,1971.0,114,"Crime,Mystery,Thriller",FR,7.2
277,tt0067314,Kotch,1971.0,113,"Comedy,Drama",SUHH,6.6
278,tt0067321,Lady Frankenstein,1971.0,93,Horror,GB,5.0
279,tt0067324,Land of Silence and Darkness,1971.0,85,Documentary,HR,8.0
280,tt0067327,The Last Movie,1971.0,108,Drama,GB,6.3
281,tt0067328,The Last Picture Show,1971.0,118,"Drama,Romance",PL,8.0
282,tt0067329,The Last Run,1971.0,95,"Action,Crime,Drama",XWG,6.5
283,tt0067333,Lawman,1971.0,99,"Adventure,Western",SUHH,7.0
284,tt0067334,Le Mans,1971.0,106,"Action,Adventure,Drama",AU,6.8
285,tt0067341,Let's Scare Jessica to Death,1971.0,89,"Drama,Horror,Mystery",XYU,6.4
286,tt0067345,The Light at the Edge of the World,1971.0,128,"Adventure,Drama,Fantasy",GB,6.1
287,tt0067350,Little Murders,1971.0,108,Comedy,DK,7.0
288,tt0067355,They Call Me Trinity,1970.0,115,"Comedy,Western",SK,7.5
289,tt0067361,A Lizard in a Woman's Skin,1971.0,104,"Mystery,Thriller",NO,6.9
290,tt0067367,Lust for a Vampire,1971.0,95,Horror,MX,5.8
291,tt0067372,Macbeth,1971.0,140,"Biography,Drama,History",TR,7.4
292,tt0067384,Short Night of Glass Dolls,1971.0,97,"Horror,Mystery",GR,6.7
293,tt0067386,The Legend of Doom House,1971.0,125,"Drama,Fantasy,Horror",GR,6.9
294,tt0067388,Man in the Wilderness,1971.0,104,"Adventure,Drama,Western",BG,6.8
295,tt0067397,Swashbuckler,1971.0,98,"Action,Adventure,Comedy",SE,6.6
296,tt0067402,"Mary, Queen of Scots",1971.0,128,"Biography,Drama,History",FI,7.2
297,tt0067409,Max and the Junkmen,1971.0,112,"Crime,Drama,Romance",ES,7.3
298,tt0067411,McCabe & Mrs. Miller,1971.0,120,"Drama,Western",FR,7.7
299,tt0067418,Melody,1971.0,103,"Comedy,Drama,Romance",BR,7.6
300,tt0067419,The Mephisto Waltz,1971.0,115,"Horror,Mystery,Thriller",GR,6.1
301,tt0067429,Caliber 9,1972.0,100,"Action,Crime,Thriller",GB,7.5
302,tt0067433,Minnie and Moskowitz,1971.0,114,"Comedy,Drama,Romance",XWW,7.3
303,tt0067434,My Dear Killer,1972.0,100,"Mystery,Thriller",DE,6.5
304,tt0067439,Mon Oncle Antoine,1971.0,104,Drama,HU,7.5
305,tt0067445,Death in Venice,1971.0,130,"Drama,Romance",LT,7.4
306,tt0067446,Death Walks on High Heels,1971.0,108,"Mystery,Thriller",SUHH,6.6
307,tt0067454,Multiple Maniacs,1970.0,91,"Comedy,Crime,Horror",US,6.7
308,tt0067457,Murders in the Rue Morgue,1971.0,87,"Crime,Horror,Mystery",CA,5.3
309,tt0067458,Murphy's War,1971.0,107,"Drama,War",GR,6.8
310,tt0067464,The Girl on the Broomstick,1972.0,76,"Comedy,Family,Fantasy",AL,7.4
311,tt0067467,Red Psalm,1972.0,87,"Drama,Musical,War",NaN,7.0
312,tt0067482,A New Leaf,1971.0,102,"Comedy,Romance",FI,7.4
313,tt0067483,Nicholas and Alexandra,1971.0,183,"Biography,Drama,History",HU,7.2
314,tt0067484,Nie lubie poniedzialku,1971.0,98,Comedy,NaN,7.5
315,tt0067487,The Night Evelyn Came Out of the Grave,1971.0,103,"Horror,Mystery,Thriller",NaN,5.8
316,tt0067491,Night of Dark Shadows,1971.0,95,"Drama,Horror,Mystery",JP,5.6
317,tt0067500,Tombs of the Blind Dead,1972.0,101,Horror,BR,6.2
318,tt0067517,Officers,1971.0,96,"Drama,Romance,War",SUHH,7.7
319,tt0067524,The Olsen Gang in Jutland,1971.0,101,"Comedy,Crime,Family",XWG,7.2
320,tt0067525,The Omega Man,1971.0,98,"Action,Drama,Sci-Fi",MX,6.5
321,tt0067527,On Any Sunday,1971.0,96,"Documentary,Sport",BR,7.8
322,tt0067528,On the Buses,1971.0,88,Comedy,NaN,6.2
323,tt0067535,The Organization,1971.0,106,"Action,Crime,Drama",JP,6.0
324,tt0067541,Wake in Fright,1971.0,109,"Drama,Thriller",CSHH,7.7
325,tt0067546,Pakeezah,1972.0,147,"Drama,Musical,Romance",HU,7.4
326,tt0067549,The Panic in Needle Park,1971.0,110,Drama,FR,7.1
327,tt0067580,Pink Narcissus,1971.0,65,"Drama,Fantasy",GB,6.8
328,tt0067588,Play Misty for Me,1971.0,102,"Drama,Thriller",AR,7.0
329,tt0067589,Plaza Suite,1971.0,114,"Comedy,Drama,Romance",JP,6.6
330,tt0067592,The Devil's Nightmare,1971.0,95,"Fantasy,Horror",US,5.9
331,tt0067595,The Point,1971.0,90,"Adventure,Animation,Family",US,7.6
